,cell_line,assay,file_format,output_type,assembly,file_status,target,biosample_treatment,lab,replicate,file_name,file_location
946,HepG2,ChIP-seq,bed narrowPeak,peaks and background as input for IDR,GRCh38,released,EP300,None,"Michael Snyder, Stanford",rep1,ENCFF962WWH.bed.gz,"/pollard/data/functional_genomics/encode/HepG2/ChIP-seq/bed narrowPeak/peaks and background as input for IDR/GRCh38/released/EP300/None/Michael Snyder, Stanford/rep1/ENCFF962WWH.bed.gz"
947,HepG2,ChIP-seq,bed narrowPeak,peaks and background as input for IDR,GRCh38,released,EP300,None,"Michael Snyder, Stanford",rep2,ENCFF252VHO.bed.gz,"/pollard/data/functional_genomics/encode/HepG2/ChIP-seq/bed narrowPeak/peaks and background as input for IDR/GRCh38/released/EP300/None/Michael Snyder, Stanford/rep2/ENCFF252VHO.bed.gz"
948,HepG2,ChIP-seq,bed narrowPeak,peaks and background as input for IDR,GRCh38,released,EP300,None,"Richard Myers, HAIB",rep1,ENCFF213VZV.bed.gz,"/pollard/data/functional_genomics/encode/HepG2/ChIP-seq/bed narrowPeak/peaks and background as input for IDR/GRCh38/released/EP300/None/Richard Myers, HAIB/rep1/ENCFF213VZV.bed.gz"
949,HepG2,ChIP-seq,bed narrowPeak,peaks and background as input for IDR,GRCh38,released,EP300,None,"Richard Myers, HAIB",rep2,ENCFF411ZQT.bed.gz,"/pollard/data/functional_genomics/encode/HepG2/ChIP-seq/bed narrowPeak/peaks and background as input for IDR/GRCh38/released/EP300/None/Richard Myers, HAIB/rep2/ENCFF411ZQT.bed.gz"
950,HepG2,ChIP-seq,bed narrowPeak,peaks and background as input for IDR,GRCh38,released,EP300,None,"Richard Myers, HAIB","rep1,2",ENCFF009RZY.bed.gz,"/pollard/data/functional_genomics/encode/HepG2/ChIP-seq/bed narrowPeak/peaks and background as input for IDR/GRCh38/released/EP300/None/Richard Myers, HAIB/rep1,2/ENCFF009RZY.bed.gz"
951,HepG2,ChIP-seq,bed narrowPeak,peaks and background as input for IDR,GRCh38,released,FOXP1,None,"Michael Snyder, Stanford",rep3,ENCFF670OQN.bed.gz,"/pollard/data/functional_genomics/encode/HepG2/ChIP-seq/bed narrowPeak/peaks and background as input for IDR/GRCh38/released/FOXP1/None/Michael Snyder, Stanford/rep3/ENCFF670OQN.bed.gz"
952,HepG2,ChIP-seq,bed narrowPeak,peaks and background as input for IDR,GRCh38,released,FOXP1,None,"Michael Snyder, Stanford",rep4,ENCFF006GDN.bed.gz,"/pollard/data/functional_genomics/encode/HepG2/ChIP-seq/bed narrowPeak/peaks and background as input for IDR/GRCh38/released/FOXP1/None/Michael Snyder, Stanford/rep4/ENCFF006GDN.bed.gz"
953,HepG2,ChIP-seq,bed narrowPeak,peaks and background as input for IDR,GRCh38,released,FOXP1,None,"Michael Snyder, Stanford","rep3,4",ENCFF797QWV.bed.gz,"/pollard/data/functional_genomics/encode/HepG2/ChIP-seq/bed narrowPeak/peaks and background as input for IDR/GRCh38/released/FOXP1/None/Michael Snyder, Stanford/rep3,4/ENCFF797QWV.bed.gz"
954,HepG2,ChIP-seq,bed narrowPeak,peaks and background as input for IDR,GRCh38,released,3xFLAG-SSRP1,None,"Richard Myers, HAIB",rep1,ENCFF746ZQX.bed.gz,"/pollard/data/functional_genomics/encode/HepG2/ChIP-seq/bed narrowPeak/peaks and background as input for IDR/GRCh38/released/3xFLAG-SSRP1/None/Richard Myers, HAIB/rep1/ENCFF746ZQX.bed.gz"
955,HepG2,ChIP-seq,bed narrowPeak,peaks and background as input for IDR,GRCh38,released,3xFLAG-SSRP1,None,"Richard Myers, HAIB","rep1,2",ENCFF220WGP.bed.gz,"/pollard/data/functional_genomics/encode/HepG2/ChIP-seq/bed narrowPeak/peaks and background as input for IDR/GRCh38/released/3xFLAG-SSRP1/None/Richard Myers, HAIB/rep1,2/ENCFF220WGP.bed.gz"
956,HepG2,ChIP-seq,bed narrowPeak,peaks and background as input for IDR,GRCh38,released,3xFLAG-SSRP1,None,"Richard Myers, HAIB",rep2,ENCFF912APY.bed.gz,"/pollard/data/functional_genomics/encode/HepG2/ChIP-seq/bed narrowPeak/peaks and background as input for IDR/GRCh38/released/3xFLAG-SSRP1/None/Richard Myers, HAIB/rep2/ENCFF912APY.bed.gz"
957,HepG2,ChIP-seq,bed narrowPeak,peaks and background as input for IDR,GRCh38,released,3xFLAG-GABPB1,None,"Richard Myers, HAIB","rep1,2",ENCFF796JXJ.bed.gz,"/pollard/data/functional_genomics/encode/HepG2/ChIP-seq/bed narrowPeak/peaks and background as input for IDR/GRCh38/released/3xFLAG-GABPB1/None/Richard Myers, HAIB/rep1,2/ENCFF796JXJ.bed.gz"
958,HepG2,ChIP-seq,bed narrowPeak,peaks and background as input for IDR,GRCh38,released,3xFLAG-GABPB1,None,"Richard Myers, HAIB",rep1,ENCFF309FWP.bed.gz,"/pollard/data/functional_genomics/encode/HepG2/ChIP-seq/bed narrowPeak/peaks and background as input for IDR/GRCh38/released/3xFLAG-GABPB1/None/Richard Myers, HAIB/rep1/ENCFF309FWP.bed.gz"
959,HepG2,ChIP-seq,bed narrowPeak,peaks and background as input for IDR,GRCh38,released,3xFLAG-GABPB1,None,"Richard Myers, HAIB",rep2,ENCFF815OFB.bed.gz,"/pollard/data/functional_genomics/encode/HepG2/ChIP-seq/bed narrowPeak/peaks and background as input for IDR/GRCh38/released/3xFLAG-GABPB1/None/Richard Myers, HAIB/rep2/ENCFF815OFB.bed.gz"
960,HepG2,ChIP-seq,bed narrowPeak,peaks and background as input for IDR,GRCh38,released,HNRNPK,None,"Xiang-Dong Fu, UCSD",rep2,ENCFF151QDV.bed.gz,"/pollard/data/functional_genomics/encode/HepG2/ChIP-seq/bed narrowPeak/peaks and background as input for IDR/GRCh38/released/HNRNPK/None/Xiang-Dong Fu, UCSD/rep2/ENCFF151QDV.bed.gz"
961,HepG2,ChIP-seq,bed narrowPeak,peaks and background as input for IDR,GRCh38,released,HNRNPK,None,"Xiang-Dong Fu, UCSD",rep1,ENCFF034KZB.bed.gz,"/pollard/data/functional_genomics/encode/HepG2/ChIP-seq/bed narrowPeak/peaks and background as input for IDR/GRCh38/released/HNRNPK/None/Xiang-Dong Fu, UCSD/rep1/ENCFF034KZB.bed.gz"
962,HepG2,ChIP-seq,bed narrowPeak,peaks and background as input for IDR,GRCh38,released,HNRNPK,None,"Xiang-Dong Fu, UCSD","rep1,2",ENCFF407UHM.bed.gz,"/pollard/data/functional_genomics/encode/HepG2/ChIP-seq/bed narrowPeak/peaks and background as input for IDR/GRCh38/released/HNRNPK/None/Xiang-Dong Fu, UCSD/rep1,2/ENCFF407UHM.bed.gz"
963,HepG2,ChIP-seq,bed narrowPeak,peaks and background as input for IDR,GRCh38,released,ZBTB7A,None,"Richard Myers, HAIB","rep1,2",ENCFF143UEB.bed.gz,"/pollard/data/functional_genomics/encode/HepG2/ChIP-seq/bed narrowPeak/peaks and background as input for IDR/GRCh38/released/ZBTB7A/None/Richard Myers, HAIB/rep1,2/ENCFF143UEB.bed.gz"
964,HepG2,ChIP-seq,bed narrowPeak,peaks and background as input for IDR,GRCh38,released,ZBTB7A,None,"Richard Myers, HAIB",rep1,ENCFF423EJT.bed.gz,"/pollard/data/functional_genomics/encode/HepG2/ChIP-seq/bed narrowPeak/peaks and background as input for IDR/GRCh38/released/ZBTB7A/None/Richard Myers, HAIB/rep1/ENCFF423EJT.bed.gz"
965,HepG2,ChIP-seq,bed narrowPeak,peaks and background as input for IDR,GRCh38,released,ZBTB7A,None,"Richard Myers, HAIB",rep2,ENCFF213LLK.bed.gz,"/pollard/data/functional_genomics/encode/HepG2/ChIP-seq/bed narrowPeak/peaks and background as input for IDR/GRCh38/released/ZBTB7A/None/Richard Myers, HAIB/rep2/ENCFF213LLK.bed.gz"
966,HepG2,ChIP-seq,bed narrowPeak,peaks and background as input for IDR,GRCh38,released,3xFLAG-MXD4,None,"Richard Myers, HAIB",rep2,ENCFF801EHT.bed.gz,"/pollard/data/functional_genomics/encode/HepG2/ChIP-seq/bed narrowPeak/peaks and background as input for IDR/GRCh38/released/3xFLAG-MXD4/None/Richard Myers, HAIB/rep2/ENCFF801EHT.bed.gz"
967,HepG2,ChIP-seq,bed narrowPeak,peaks and background as input for IDR,GRCh38,released,3xFLAG-MXD4,None,"Richard Myers, HAIB",rep1,ENCFF567JTD.bed.gz,"/pollard/data/functional_genomics/encode/HepG2/ChIP-seq/bed narrowPeak/peaks and background as input for IDR/GRCh38/released/3xFLAG-MXD4/None/Richard Myers, HAIB/rep1/ENCFF567JTD.bed.gz"
968,HepG2,ChIP-seq,bed narrowPeak,peaks and background as input for IDR,GRCh38,released,3xFLAG-MXD4,None,"Richard Myers, HAIB","rep1,2",ENCFF048YCA.bed.gz,"/pollard/data/functional_genomics/encode/HepG2/ChIP-seq/bed narrowPeak/peaks and background as input for IDR/GRCh38/released/3xFLAG-MXD4/None/Richard Myers, HAIB/rep1,2/ENCFF048YCA.bed.gz"
969,HepG2,ChIP-seq,bed narrowPeak,peaks and background as input for IDR,GRCh38,released,ATF3,None,"Richard Myers, HAIB",rep1,ENCFF012VKK.bed.gz,"/pollard/data/functional_genomics/encode/HepG2/ChIP-seq/bed narrowPeak/peaks and background as input for IDR/GRCh38/released/ATF3/None/Richard Myers, HAIB/rep1/ENCFF012VKK.bed.gz"
970,HepG2,ChIP-seq,bed narrowPeak,peaks and background as input for IDR,GRCh38,released,ATF3,None,"Richard Myers, HAIB","rep1,2",ENCFF480GLV.bed.gz,"/pollard/data/functional_genomics/encode/HepG2/ChIP-seq/bed narrowPeak/peaks and background as input for IDR/GRCh38/released/ATF3/None/Richard Myers, HAIB/rep1,2/ENCFF480GLV.bed.gz"
971,HepG2,ChIP-seq,bed narrowPeak,peaks and background as input for IDR,GRCh38,released,ATF3,None,"Richard Myers, HAIB",rep2,ENCFF198OWC.bed.gz,"/pollard/data/functional_genomics/encode/HepG2/ChIP-seq/bed narrowPeak/peaks and background as input for IDR/GRCh38/released/ATF3/None/Richard Myers, HAIB/rep2/ENCFF198OWC.bed.gz"
972,HepG2,ChIP-seq,bed narrowPeak,peaks and background as input for IDR,GRCh38,released,3xFLAG-RFX3,None,"Richard Myers, HAIB","rep1,2",ENCFF790LLT.bed.gz,"/pollard/data/functional_genomics/encode/HepG2/ChIP-seq/bed narrowPeak/peaks and background as input for IDR/GRCh38/released/3xFLAG-RFX3/None/Richard Myers, HAIB/rep1,2/ENCFF790LLT.bed.gz"
973,HepG2,ChIP-seq,bed narrowPeak,peaks and background as input for IDR,GRCh38,released,3xFLAG-RFX3,None,"Richard Myers, HAIB",rep1,ENCFF514DMF.bed.gz,"/pollard/data/functional_genomics/encode/HepG2/ChIP-seq/bed narrowPeak/peaks and background as input for IDR/GRCh38/released/3xFLAG-RFX3/None/Richard Myers, HAIB/rep1/ENCFF514DMF.bed.gz"
974,HepG2,ChIP-seq,bed narrowPeak,peaks and background as input for IDR,GRCh38,released,3xFLAG-RFX3,None,"Richard Myers, HAIB",rep2,ENCFF490TVK.bed.gz,"/pollard/data/functional_genomics/encode/HepG2/ChIP-seq/bed narrowPeak/peaks and background as input for IDR/GRCh38/released/3xFLAG-RFX3/None/Richard Myers, HAIB/rep2/ENCFF490TVK.bed.gz"
975,HepG2,ChIP-seq,bed narrowPeak,peaks and background as input for IDR,GRCh38,released,TRIM22,None,"Michael Snyder, Stanford",rep2,ENCFF533FED.bed.gz,"/pollard/data/functional_genomics/encode/HepG2/ChIP-seq/bed narrowPeak/peaks and background as input for IDR/GRCh38/released/TRIM22/None/Michael Snyder, Stanford/rep2/ENCFF533FED.bed.gz"
976,HepG2,ChIP-seq,bed narrowPeak,peaks and background as input for IDR,GRCh38,released,TRIM22,None,"Michael Snyder, Stanford",rep1,ENCFF011EBM.bed.gz,"/pollard/data/functional_genomics/encode/HepG2/ChIP-seq/bed narrowPeak/peaks and background as input for IDR/GRCh38/released/TRIM22/None/Michael Snyder, Stanford/rep1/ENCFF011EBM.bed.gz"
977,HepG2,ChIP-seq,bed narrowPeak,peaks and background as input for IDR,GRCh38,released,TRIM22,None,"Michael Snyder, Stanford","rep1,2",ENCFF748TAZ.bed.gz,"/pollard/data/functional_genomics/encode/HepG2/ChIP-seq/bed narrowPeak/peaks and background as input for IDR/GRCh38/released/TRIM22/None/Michael Snyder, Stanford/rep1,2/ENCFF748TAZ.bed.gz"
978,HepG2,ChIP-seq,bed narrowPeak,peaks and background as input for IDR,GRCh38,released,3xFLAG-ZNF652,None,"Richard Myers, HAIB",rep1,ENCFF003BNZ.bed.gz,"/pollard/data/functional_genomics/encode/HepG2/ChIP-seq/bed narrowPeak/peaks and background as input for IDR/GRCh38/released/3xFLAG-ZNF652/None/Richard Myers, HAIB/rep1/ENCFF003BNZ.bed.gz"
979,HepG2,ChIP-seq,bed narrowPeak,peaks and background as input for IDR,GRCh38,released,3xFLAG-ZNF652,None,"Richard Myers, HAIB","rep1,2",ENCFF897NDM.bed.gz,"/pollard/data/functional_genomics/encode/HepG2/ChIP-seq/bed narrowPeak/peaks and background as input for IDR/GRCh38/released/3xFLAG-ZNF652/None/Richard Myers, HAIB/rep1,2/ENCFF897NDM.bed.gz"
980,HepG2,ChIP-seq,bed narrowPeak,peaks and background as input for IDR,GRCh38,released,3xFLAG-ZNF652,None,"Richard Myers, HAIB",rep2,ENCFF487JWC.bed.gz,"/pollard/data/functional_genomics/encode/HepG2/ChIP-seq/bed narrowPeak/peaks and background as input for IDR/GRCh38/released/3xFLAG-ZNF652/None/Richard Myers, HAIB/rep2/ENCFF487JWC.bed.gz"
981,HepG2,ChIP-seq,bed narrowPeak,peaks and background as input for IDR,GRCh38,released,3xFLAG-MBD1,None,"Richard Myers, HAIB","rep1,2",ENCFF535GRR.bed.gz,"/pollard/data/functional_genomics/encode/HepG2/ChIP-seq/bed narrowPeak/peaks and background as input for IDR/GRCh38/released/3xFLAG-MBD1/None/Richard Myers, HAIB/rep1,2/ENCFF535GRR.bed.gz"
982,HepG2,ChIP-seq,bed narrowPeak,peaks and background as input for IDR,GRCh38,released,3xFLAG-MBD1,None,"Richard Myers, HAIB","rep1,2",ENCFF446OZF.bed.gz,"/pollard/data/functional_genomics/encode/HepG2/ChIP-seq/bed narrowPeak/peaks and background as input for IDR/GRCh38/released/3xFLAG-MBD1/None/Richard Myers, HAIB/rep1,2/ENCFF446OZF.bed.gz"
983,HepG2,ChIP-seq,bed narrowPeak,peaks and background as input for IDR,GRCh38,released,3xFLAG-MBD1,None,"Richard Myers, HAIB",rep1,ENCFF486YML.bed.gz,"/pollard/data/functional_genomics/encode/HepG2/ChIP-seq/bed narrowPeak/peaks and background as input for IDR/GRCh38/released/3xFLAG-MBD1/None/Richard Myers, HAIB/rep1/ENCFF486YML.bed.gz"
984,HepG2,ChIP-seq,bed narrowPeak,peaks and background as input for IDR,GRCh38,released,3xFLAG-MBD1,None,"Richard Myers, HAIB",rep1,ENCFF924ZVH.bed.gz,"/pollard/data/functional_genomics/encode/HepG2/ChIP-seq/bed narrowPeak/peaks and background as input for IDR/GRCh38/released/3xFLAG-MBD1/None/Richard Myers, HAIB/rep1/ENCFF924ZVH.bed.gz"
985,HepG2,ChIP-seq,bed narrowPeak,peaks and background as input for IDR,GRCh38,released,3xFLAG-MBD1,None,"Richard Myers, HAIB",rep2,ENCFF647SZE.bed.gz,"/pollard/data/functional_genomics/encode/HepG2/ChIP-seq/bed narrowPeak/peaks and background as input for IDR/GRCh38/released/3xFLAG-MBD1/None/Richard Myers, HAIB/rep2/ENCFF647SZE.bed.gz"
986,HepG2,ChIP-seq,bed narrowPeak,peaks and background as input for IDR,GRCh38,released,3xFLAG-MBD1,None,"Richard Myers, HAIB",rep2,ENCFF587LPA.bed.gz,"/pollard/data/functional_genomics/encode/HepG2/ChIP-seq/bed narrowPeak/peaks and background as input for IDR/GRCh38/released/3xFLAG-MBD1/None/Richard Myers, HAIB/rep2/ENCFF587LPA.bed.gz"
987,HepG2,ChIP-seq,bed narrowPeak,peaks and background as input for IDR,GRCh38,released,3xFLAG-ZFP1,None,"Richard Myers, HAIB",rep2,ENCFF579BMX.bed.gz,"/pollard/data/functional_genomics/encode/HepG2/ChIP-seq/bed narrowPeak/peaks and background as input for IDR/GRCh38/released/3xFLAG-ZFP1/None/Richard Myers, HAIB/rep2/ENCFF579BMX.bed.gz"
988,HepG2,ChIP-seq,bed narrowPeak,peaks and background as input for IDR,GRCh38,released,3xFLAG-ZFP1,None,"Richard Myers, HAIB",rep1,ENCFF580QKB.bed.gz,"/pollard/data/functional_genomics/encode/HepG2/ChIP-seq/bed narrowPeak/peaks and background as input for IDR/GRCh38/released/3xFLAG-ZFP1/None/Richard Myers, HAIB/rep1/ENCFF580QKB.bed.gz"
989,HepG2,ChIP-seq,bed narrowPeak,peaks and background as input for IDR,GRCh38,released,3xFLAG-ZFP1,None,"Richard Myers, HAIB","rep1,2",ENCFF219UYP.bed.gz,"/pollard/data/functional_genomics/encode/HepG2/ChIP-seq/bed narrowPeak/peaks and background as input for IDR/GRCh38/released/3xFLAG-ZFP1/None/Richard Myers, HAIB/rep1,2/ENCFF219UYP.bed.gz"
990,HepG2,ChIP-seq,bed narrowPeak,peaks and background as input for IDR,GRCh38,released,RXRA,None,"Richard Myers, HAIB",rep2,ENCFF944QJD.bed.gz,"/pollard/data/functional_genomics/encode/HepG2/ChIP-seq/bed narrowPeak/peaks and background as input for IDR/GRCh38/released/RXRA/None/Richard Myers, HAIB/rep2/ENCFF944QJD.bed.gz"
991,HepG2,ChIP-seq,bed narrowPeak,peaks and background as input for IDR,GRCh38,released,RXRA,None,"Richard Myers, HAIB",rep1,ENCFF062HBO.bed.gz,"/pollard/data/functional_genomics/encode/HepG2/ChIP-seq/bed narrowPeak/peaks and background as input for IDR/GRCh38/released/RXRA/None/Richard Myers, HAIB/rep1/ENCFF062HBO.bed.gz"
992,HepG2,ChIP-seq,bed narrowPeak,peaks and background as input for IDR,GRCh38,released,RXRA,None,"Richard Myers, HAIB","rep1,2",ENCFF702PPD.bed.gz,"/pollard/data/functional_genomics/encode/HepG2/ChIP-seq/bed narrowPeak/peaks and background as input for IDR/GRCh38/released/RXRA/None/Richard Myers, HAIB/rep1,2/ENCFF702PPD.bed.gz"
993,HepG2,ChIP-seq,bed narrowPeak,peaks and background as input for IDR,GRCh38,released,FOXA1,None,"Michael Snyder, Stanford","rep1,2",ENCFF165KEI.bed.gz,"/pollard/data/functional_genomics/encode/HepG2/ChIP-seq/bed narrowPeak/peaks and background as input for IDR/GRCh38/released/FOXA1/None/Michael Snyder, Stanford/rep1,2/ENCFF165KEI.bed.gz"
994,HepG2,ChIP-seq,bed narrowPeak,peaks and background as input for IDR,GRCh38,released,FOXA1,None,"Michael Snyder, Stanford",rep2,ENCFF100BUM.bed.gz,"/pollard/data/functional_genomics/encode/HepG2/ChIP-seq/bed narrowPeak/peaks and background as input for IDR/GRCh38/released/FOXA1/None/Michael Snyder, Stanford/rep2/ENCFF100BUM.bed.gz"
995,HepG2,ChIP-seq,bed narrowPeak,peaks and background as input for IDR,GRCh38,released,FOXA1,None,"Michael Snyder, Stanford",rep1,ENCFF145NCM.bed.gz,"/pollard/data/functional_genomics/encode/HepG2/ChIP-seq/bed narrowPeak/peaks and background as input for IDR/GRCh38/released/FOXA1/None/Michael Snyder, Stanford/rep1/ENCFF145NCM.bed.gz"
996,HepG2,ChIP-seq,bed narrowPeak,peaks and background as input for IDR,GRCh38,released,FOXA1,None,"Richard Myers, HAIB","rep1,2",ENCFF830SFZ.bed.gz,"/pollard/data/functional_genomics/encode/HepG2/ChIP-seq/bed narrowPeak/peaks and background as input for IDR/GRCh38/released/FOXA1/None/Richard Myers, HAIB/rep1,2/ENCFF830SFZ.bed.gz"
997,HepG2,ChIP-seq,bed narrowPeak,peaks and background as input for IDR,GRCh38,released,FOXA1,None,"Richard Myers, HAIB","rep1,2",ENCFF286HDS.bed.gz,"/pollard/data/functional_genomics/encode/HepG2/ChIP-seq/bed narrowPeak/peaks and background as input for IDR/GRCh38/released/FOXA1/None/Richard Myers, HAIB/rep1,2/ENCFF286HDS.bed.gz"
998,HepG2,ChIP-seq,bed narrowPeak,peaks and background as input for IDR,GRCh38,released,FOXA1,None,"Richard Myers, HAIB",rep2,ENCFF687AWV.bed.gz,"/pollard/data/functional_genomics/encode/HepG2/ChIP-seq/bed narrowPeak/peaks and background as input for IDR/GRCh38/released/FOXA1/None/Richard Myers, HAIB/rep2/ENCFF687AWV.bed.gz"
999,HepG2,ChIP-seq,bed narrowPeak,peaks and background as input for IDR,GRCh38,released,FOXA1,None,"Richard Myers, HAIB",rep2,ENCFF465GHM.bed.gz,"/pollard/data/functional_genomics/encode/HepG2/ChIP-seq/bed narrowPeak/peaks and background as input for IDR/GRCh38/released/FOXA1/None/Richard Myers, HAIB/rep2/ENCFF465GHM.bed.gz"
1000,HepG2,ChIP-seq,bed narrowPeak,peaks and background as input for IDR,GRCh38,released,FOXA1,None,"Richard Myers, HAIB",rep1,ENCFF249LIC.bed.gz,"/pollard/data/functional_genomics/encode/HepG2/ChIP-seq/bed narrowPeak/peaks and background as input for IDR/GRCh38/released/FOXA1/None/Richard Myers, HAIB/rep1/ENCFF249LIC.bed.gz"
1001,HepG2,ChIP-seq,bed narrowPeak,peaks and background as input for IDR,GRCh38,released,FOXA1,None,"Richard Myers, HAIB",rep1,ENCFF713IOU.bed.gz,"/pollard/data/functional_genomics/encode/HepG2/ChIP-seq/bed narrowPeak/peaks and background as input for IDR/GRCh38/released/FOXA1/None/Richard Myers, HAIB/rep1/ENCFF713IOU.bed.gz"
1002,HepG2,ChIP-seq,bed narrowPeak,peaks and background as input for IDR,GRCh38,released,HCFC1,None,"Michael Snyder, Stanford","rep1,2",ENCFF835CGH.bed.gz,"/pollard/data/functional_genomics/encode/HepG2/ChIP-seq/bed narrowPeak/peaks and background as input for IDR/GRCh38/released/HCFC1/None/Michael Snyder, Stanford/rep1,2/ENCFF835CGH.bed.gz"
1003,HepG2,ChIP-seq,bed narrowPeak,peaks and background as input for IDR,GRCh38,released,HCFC1,None,"Michael Snyder, Stanford",rep2,ENCFF601CKR.bed.gz,"/pollard/data/functional_genomics/encode/HepG2/ChIP-seq/bed narrowPeak/peaks and background as input for IDR/GRCh38/released/HCFC1/None/Michael Snyder, Stanford/rep2/ENCFF601CKR.bed.gz"
1004,HepG2,ChIP-seq,bed narrowPeak,peaks and background as input for IDR,GRCh38,released,HCFC1,None,"Michael Snyder, Stanford",rep1,ENCFF821TUT.bed.gz,"/pollard/data/functional_genomics/encode/HepG2/ChIP-seq/bed narrowPeak/peaks and background as input for IDR/GRCh38/released/HCFC1/None/Michael Snyder, Stanford/rep1/ENCFF821TUT.bed.gz"
1005,HepG2,ChIP-seq,bed narrowPeak,peaks and background as input for IDR,GRCh38,released,3xFLAG-TFDP1,None,"Richard Myers, HAIB",rep1,ENCFF956WZV.bed.gz,"/pollard/data/functional_genomics/encode/HepG2/ChIP-seq/bed narrowPeak/peaks and background as input for IDR/GRCh38/released/3xFLAG-TFDP1/None/Richard Myers, HAIB/rep1/ENCFF956WZV.bed.gz"
1006,HepG2,ChIP-seq,bed narrowPeak,peaks and background as input for IDR,GRCh38,released,3xFLAG-TFDP1,None,"Richard Myers, HAIB","rep1,2",ENCFF542BIN.bed.gz,"/pollard/data/functional_genomics/encode/HepG2/ChIP-seq/bed narrowPeak/peaks and background as input for IDR/GRCh38/released/3xFLAG-TFDP1/None/Richard Myers, HAIB/rep1,2/ENCFF542BIN.bed.gz"
1007,HepG2,ChIP-seq,bed narrowPeak,peaks and background as input for IDR,GRCh38,released,3xFLAG-TFDP1,None,"Richard Myers, HAIB",rep2,ENCFF009MGI.bed.gz,"/pollard/data/functional_genomics/encode/HepG2/ChIP-seq/bed narrowPeak/peaks and background as input for IDR/GRCh38/released/3xFLAG-TFDP1/None/Richard Myers, HAIB/rep2/ENCFF009MGI.bed.gz"
1008,HepG2,ChIP-seq,bed narrowPeak,peaks and background as input for IDR,GRCh38,released,SRSF4,None,"Xiang-Dong Fu, UCSD","rep1,2",ENCFF778DDJ.bed.gz,"/pollard/data/functional_genomics/encode/HepG2/ChIP-seq/bed narrowPeak/peaks and background as input for IDR/GRCh38/released/SRSF4/None/Xiang-Dong Fu, UCSD/rep1,2/ENCFF778DDJ.bed.gz"
1009,HepG2,ChIP-seq,bed narrowPeak,peaks and background as input for IDR,GRCh38,released,SRSF4,None,"Xiang-Dong Fu, UCSD",rep2,ENCFF396CRB.bed.gz,"/pollard/data/functional_genomics/encode/HepG2/ChIP-seq/bed narrowPeak/peaks and background as input for IDR/GRCh38/released/SRSF4/None/Xiang-Dong Fu, UCSD/rep2/ENCFF396CRB.bed.gz"
1010,HepG2,ChIP-seq,bed narrowPeak,peaks and background as input for IDR,GRCh38,released,SRSF4,None,"Xiang-Dong Fu, UCSD",rep1,ENCFF778BCW.bed.gz,"/pollard/data/functional_genomics/encode/HepG2/ChIP-seq/bed narrowPeak/peaks and background as input for IDR/GRCh38/released/SRSF4/None/Xiang-Dong Fu, UCSD/rep1/ENCFF778BCW.bed.gz"
1011,HepG2,ChIP-seq,bed narrowPeak,peaks and background as input for IDR,GRCh38,released,SOX13,None,"Richard Myers, HAIB","rep1,2",ENCFF466FKH.bed.gz,"/pollard/data/functional_genomics/encode/HepG2/ChIP-seq/bed narrowPeak/peaks and background as input for IDR/GRCh38/released/SOX13/None/Richard Myers, HAIB/rep1,2/ENCFF466FKH.bed.gz"
1012,HepG2,ChIP-seq,bed narrowPeak,peaks and background as input for IDR,GRCh38,released,SOX13,None,"Richard Myers, HAIB",rep1,ENCFF157NWN.bed.gz,"/pollard/data/functional_genomics/encode/HepG2/ChIP-seq/bed narrowPeak/peaks and background as input for IDR/GRCh38/released/SOX13/None/Richard Myers, HAIB/rep1/ENCFF157NWN.bed.gz"
1013,HepG2,ChIP-seq,bed narrowPeak,peaks and background as input for IDR,GRCh38,released,SOX13,None,"Richard Myers, HAIB",rep2,ENCFF736DIR.bed.gz,"/pollard/data/functional_genomics/encode/HepG2/ChIP-seq/bed narrowPeak/peaks and background as input for IDR/GRCh38/released/SOX13/None/Richard Myers, HAIB/rep2/ENCFF736DIR.bed.gz"
1014,HepG2,ChIP-seq,bed narrowPeak,peaks and background as input for IDR,GRCh38,released,3xFLAG-TEAD1,None,"Richard Myers, HAIB",rep1,ENCFF130VUU.bed.gz,"/pollard/data/functional_genomics/encode/HepG2/ChIP-seq/bed narrowPeak/peaks and background as input for IDR/GRCh38/released/3xFLAG-TEAD1/None/Richard Myers, HAIB/rep1/ENCFF130VUU.bed.gz"
1015,HepG2,ChIP-seq,bed narrowPeak,peaks and background as input for IDR,GRCh38,released,3xFLAG-TEAD1,None,"Richard Myers, HAIB",rep2,ENCFF391ONP.bed.gz,"/pollard/data/functional_genomics/encode/HepG2/ChIP-seq/bed narrowPeak/peaks and background as input for IDR/GRCh38/released/3xFLAG-TEAD1/None/Richard Myers, HAIB/rep2/ENCFF391ONP.bed.gz"
1016,HepG2,ChIP-seq,bed narrowPeak,peaks and background as input for IDR,GRCh38,released,3xFLAG-TEAD1,None,"Richard Myers, HAIB","rep1,2",ENCFF622SUG.bed.gz,"/pollard/data/functional_genomics/encode/HepG2/ChIP-seq/bed narrowPeak/peaks and background as input for IDR/GRCh38/released/3xFLAG-TEAD1/None/Richard Myers, HAIB/rep1,2/ENCFF622SUG.bed.gz"
